INFO     ActorSystem Administrator startup @ ActorAddr-(T|:1900)
DEBUG    clerk-6 -updating cache with answer {25: (2, 1)}
DEBUG    clerk-6 -updating cache with answer {41: (4, 1)}
DEBUG    clerk-6 -updating cache with answer {78: (8, 1)}
DEBUG    clerk-6 -Committing clerk-6-trx-2
DEBUG    clerk-6 -Sending prepare to dict_keys(['db-server-0', 'db-server-3', 'db-server-1']) 
DEBUG    db-server-0 received commit request clerk-0-trx-1
DEBUG    clerk-6 -Received cache invalidation for 20
DEBUG    clerk-5 -Received cache invalidation for 20
DEBUG    db-server-0 -Committing clerk-0-trx-1 with 
read_set: dict_keys([20])
write_set: dict_keys([20])
DEBUG    clerk-0 -Received cache invalidation for 20
DEBUG    db-server-0 -Sending cache invalidation for 20
DEBUG    db-server-0 -Sending cache invalidation for 20
DEBUG    db-server-0 -Sending cache invalidation for 20
DEBUG    db-server-4 received commit request clerk-0-trx-1
DEBUG    db-server-4 -Committing clerk-0-trx-1 with 
read_set: dict_keys([24, 29])
write_set: dict_keys([])
DEBUG    db-server-2 received commit request clerk-0-trx-1
DEBUG    clerk-0 -Received cache invalidation for 32
DEBUG    db-server-2 -Committing clerk-0-trx-1 with 
read_set: dict_keys([32])
write_set: dict_keys([32])
DEBUG    db-server-2 -Sending cache invalidation for 32
DEBUG    db-server-1 received commit request clerk-0-trx-1
DEBUG    clerk-0 -Received cache invalidation for 66
DEBUG    db-server-1 -Committing clerk-0-trx-1 with 
read_set: dict_keys([66, 36, 51])
write_set: dict_keys([66])
DEBUG    db-server-1 -Sending cache invalidation for 66
DEBUG    clerk-0 -Committed clerk-0-trx-1 
DEBUG    clerk-0-trx-1 -true
DEBUG    clerk-5 -Read finished for clerk-5-trx-2
DEBUG    clerk-5 -updating cache with answer {13: (7, 1)}
DEBUG    db-server-0 received prepare request clerk-6-trx-2
DEBUG    db-server-0 -conflict, (0, 0), (0, 1, 1512825383667)
DEBUG    db-server-3 received prepare request clerk-6-trx-2
DEBUG    db-server-3 Validation successful for clerk-6-trx-2 - Prepare OK
DEBUG    db-server-1 received prepare request clerk-6-trx-2
DEBUG    db-server-1 Validation successful for clerk-6-trx-2 - Prepare OK
DEBUG    clerk-6 -Aborting due to validation fail clerk-6-trx-2
DEBUG    db-server-3 received abort request clerk-6-trx-2
DEBUG    db-server-1 received abort request clerk-6-trx-2
DEBUG    clerk-6-trx-2 -false 
DEBUG    db-server-3 - Aborting transaction clerk-6-trx-2
DEBUG    db-server-1 - Aborting transaction clerk-6-trx-2
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A45422550>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50D1F60>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-0 received prepare request clerk-1-trx-2
DEBUG    db-server-0 Validation successful for clerk-1-trx-2 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-1-trx-2
DEBUG    db-server-4 Validation successful for clerk-1-trx-2 - Prepare OK
DEBUG    db-server-2 received prepare request clerk-1-trx-2
DEBUG    db-server-2 Validation successful for clerk-1-trx-2 - Prepare OK
DEBUG    db-server-1 received prepare request clerk-1-trx-2
DEBUG    db-server-1 Validation successful for clerk-1-trx-2 - Prepare OK
DEBUG    clerk-1 -Received all prepare ok and sending commit to dict_keys(['db-server-0', 'db-server-4', 'db-server-2', 'db-server-1']) 
DEBUG    db-server-0 received commit request clerk-1-trx-2
DEBUG    db-server-0 -Committing clerk-1-trx-2 with 
read_set: dict_keys([5, 70, 15, 25])
write_set: dict_keys([])
DEBUG    db-server-4 received commit request clerk-1-trx-2
DEBUG    clerk-1 -Received cache invalidation for 39
DEBUG    db-server-4 -Committing clerk-1-trx-2 with 
read_set: dict_keys([39, 49, 19])
write_set: dict_keys([39, 49])
DEBUG    db-server-4 -Sending cache invalidation for 39
DEBUG    db-server-2 received commit request clerk-1-trx-2
DEBUG    clerk-1 -Received cache invalidation for 49
DEBUG    db-server-4 -Sending cache invalidation for 49
DEBUG    db-server-2 -Committing clerk-1-trx-2 with 
read_set: dict_keys([82, 27])
write_set: dict_keys([82])
DEBUG    clerk-1 -Received cache invalidation for 82
DEBUG    db-server-1 received commit request clerk-1-trx-2
DEBUG    db-server-2 -Sending cache invalidation for 82
DEBUG    db-server-1 -Committing clerk-1-trx-2 with 
read_set: dict_keys([46])
write_set: dict_keys([])
DEBUG    clerk-1 -Committed clerk-1-trx-2 
DEBUG    clerk-1-trx-2 -true
DEBUG    clerk-5 -Starting read for: dict_keys([20])
DEBUG    clerk-5 -Sending reads to dict_keys(['db-server-0']) 
DEBUG    clerk-6 -Starting read for: dict_keys([20])
DEBUG    clerk-6 -Sending reads to dict_keys(['db-server-0']) 
DEBUG    clerk-5 -Read finished for clerk-5-trx-3
DEBUG    clerk-5 -updating cache with answer {20: (0, 1)}
DEBUG    clerk-5 -Committing clerk-5-trx-3
DEBUG    clerk-5 -Sending prepare to dict_keys(['db-server-2', 'db-server-0', 'db-server-3', 'db-server-1']) 
DEBUG    clerk-6 -Read finished for clerk-6-trx-3
DEBUG    clerk-6 -updating cache with answer {20: (0, 1)}
DEBUG    clerk-6 -Committing clerk-6-trx-3
DEBUG    clerk-6 -Sending prepare to dict_keys(['db-server-0', 'db-server-3', 'db-server-1']) 
DEBUG    db-server-2 received prepare request clerk-5-trx-3
DEBUG    db-server-2 Validation successful for clerk-5-trx-3 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-5-trx-3
DEBUG    db-server-0 Validation successful for clerk-5-trx-3 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-5-trx-3
DEBUG    db-server-3 Validation successful for clerk-5-trx-3 - Prepare OK
DEBUG    db-server-1 received prepare request clerk-5-trx-3
DEBUG    db-server-1 Validation successful for clerk-5-trx-3 - Prepare OK
DEBUG    clerk-5 -Received all prepare ok and sending commit to dict_keys(['db-server-2', 'db-server-0', 'db-server-3', 'db-server-1']) 
DEBUG    db-server-0 received prepare request clerk-6-trx-3
DEBUG    db-server-0 Validation successful for clerk-6-trx-3 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-6-trx-3
DEBUG    db-server-3 Validation successful for clerk-6-trx-3 - Prepare OK
DEBUG    db-server-1 received prepare request clerk-6-trx-3
DEBUG    db-server-1 Validation successful for clerk-6-trx-3 - Prepare OK
DEBUG    clerk-6 -Received all prepare ok and sending commit to dict_keys(['db-server-0', 'db-server-3', 'db-server-1']) 
DEBUG    db-server-2 received commit request clerk-5-trx-3
DEBUG    clerk-5 -Received cache invalidation for 12
DEBUG    db-server-2 -Committing clerk-5-trx-3 with 
read_set: dict_keys([97, 2, 12, 57])
write_set: dict_keys([12, 2])
DEBUG    clerk-9 -Received cache invalidation for 2
DEBUG    db-server-2 -Sending cache invalidation for 12
DEBUG    db-server-0 received commit request clerk-5-trx-3
DEBUG    clerk-5 -Received cache invalidation for 2
DEBUG    db-server-2 -Sending cache invalidation for 2
DEBUG    db-server-2 -Sending cache invalidation for 2
DEBUG    db-server-0 -Committing clerk-5-trx-3 with 
read_set: dict_keys([10, 20, 60])
write_set: dict_keys([])
DEBUG    db-server-3 received commit request clerk-5-trx-3
WARNING  Actor thor.clerk.Clerk @ ActorAddr-(T|:64429) retryable exception on message <thor.actors.Server.CacheInvalidate object at 0x0000026A6F386898>
Traceback (most recent call last):

  File "C:\Python\lib\site-packages\thespian\system\actorManager.py", line 155, in _handleOneMessage
    actor_result = self.actorInst.receiveMessage(msg, envelope.sender)

  File "C:\Users\bsahi\PycharmProjects\compsci512-fall17-project\thor\clerk.py", line 72, in receiveMessage
    self.object_cache.pop(msg.oid)

KeyError: 2

DEBUG    db-server-3 -Committing clerk-5-trx-3 with 
read_set: dict_keys([73, 13])
write_set: dict_keys([])
DEBUG    clerk-9 -Received cache invalidation for 2
ERROR    Actor thor.clerk.Clerk @ ActorAddr-(T|:64429) second exception on message <thor.actors.Server.CacheInvalidate object at 0x0000026A6F386898>
Traceback (most recent call last):

  File "C:\Python\lib\site-packages\thespian\system\actorManager.py", line 155, in _handleOneMessage
    actor_result = self.actorInst.receiveMessage(msg, envelope.sender)

  File "C:\Users\bsahi\PycharmProjects\compsci512-fall17-project\thor\clerk.py", line 72, in receiveMessage
    self.object_cache.pop(msg.oid)

KeyError: 2


During handling of the above exception, another exception occurred:


Traceback (most recent call last):

  File "C:\Python\lib\site-packages\thespian\system\actorManager.py", line 170, in _handleOneMessage
    actor_result = self.actorInst.receiveMessage(copy.deepcopy(msg), envelope.sender)

  File "C:\Users\bsahi\PycharmProjects\compsci512-fall17-project\thor\clerk.py", line 72, in receiveMessage
    self.object_cache.pop(msg.oid)

KeyError: 2

DEBUG    db-server-1 received commit request clerk-5-trx-3
DEBUG    clerk-5 -Received cache invalidation for 26
DEBUG    db-server-1 -Committing clerk-5-trx-3 with 
read_set: dict_keys([26])
write_set: dict_keys([26])
DEBUG    db-server-1 -Sending cache invalidation for 26
DEBUG    clerk-5 -Committed clerk-5-trx-3 
DEBUG    clerk-5-trx-3 -true
DEBUG    db-server-0 received commit request clerk-6-trx-3
DEBUG    clerk-6 -Received cache invalidation for 25
DEBUG    db-server-0 -Committing clerk-6-trx-3 with 
read_set: dict_keys([65, 15, 50, 20, 25, 60])
write_set: dict_keys([25, 15])
DEBUG    clerk-6 -Received cache invalidation for 15
DEBUG    db-server-0 -Sending cache invalidation for 25
DEBUG    db-server-3 received commit request clerk-6-trx-3
DEBUG    db-server-0 -Sending cache invalidation for 25
DEBUG    db-server-1 received commit request clerk-6-trx-3
DEBUG    clerk-6 -Received cache invalidation for 38
DEBUG    db-server-0 -Sending cache invalidation for 15
DEBUG    db-server-1 -Committing clerk-6-trx-3 with 
read_set: dict_keys([41])
write_set: dict_keys([])
DEBUG    db-server-0 -Sending cache invalidation for 15
DEBUG    db-server-3 -Committing clerk-6-trx-3 with 
read_set: dict_keys([38, 78, 93])
write_set: dict_keys([38])
DEBUG    db-server-3 -Sending cache invalidation for 38
DEBUG    db-server-3 -Sending cache invalidation for 38
DEBUG    clerk-6 -Committed clerk-6-trx-3 
DEBUG    clerk-6-trx-3 -true
DEBUG    clerk-9 -Read finished for clerk-9-trx-0
DEBUG    clerk-9 -updating cache with answer {2: (0, 0), 72: (0, 0)}
DEBUG    clerk-9 -updating cache with answer {11: (0, 0), 31: (0, 0)}
DEBUG    clerk-9 -updating cache with answer {23: (0, 0), 93: (0, 0)}
DEBUG    clerk-9 -updating cache with answer {40: (0, 0), 95: (0, 0)}
DEBUG    clerk-9 -updating cache with answer {64: (0, 0), 44: (0, 0)}
DEBUG    clerk-9 -Committing clerk-9-trx-0
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-0
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-0
DEBUG    db-server-1 Validation successful for clerk-9-trx-0 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-0
DEBUG    db-server-3 Validation successful for clerk-9-trx-0 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-0
DEBUG    db-server-0 Validation successful for clerk-9-trx-0 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-0
DEBUG    db-server-4 Validation successful for clerk-9-trx-0 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-0
DEBUG    db-server-1 received abort request clerk-9-trx-0
DEBUG    db-server-3 received abort request clerk-9-trx-0
DEBUG    db-server-0 received abort request clerk-9-trx-0
DEBUG    clerk-9-trx-0 -false 
DEBUG    db-server-4 received abort request clerk-9-trx-0
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-0
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-0
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-0
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-0
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB36127F0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50D19E8>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A45422160>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000022867372EF0>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-1
DEBUG    clerk-9 -Committing clerk-9-trx-1
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-1
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-1
DEBUG    db-server-1 Validation successful for clerk-9-trx-1 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-1
DEBUG    db-server-3 Validation successful for clerk-9-trx-1 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-1
DEBUG    db-server-0 Validation successful for clerk-9-trx-1 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-1
DEBUG    db-server-4 Validation successful for clerk-9-trx-1 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-1
DEBUG    db-server-1 received abort request clerk-9-trx-1
DEBUG    db-server-3 received abort request clerk-9-trx-1
DEBUG    clerk-9-trx-1 -false 
DEBUG    db-server-0 received abort request clerk-9-trx-1
DEBUG    db-server-4 received abort request clerk-9-trx-1
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-1
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-1
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-1
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-1
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50D1F98>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A454227F0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000022867372588>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB3612828>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-2
DEBUG    clerk-9 -Committing clerk-9-trx-2
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-2
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-2
DEBUG    db-server-1 Validation successful for clerk-9-trx-2 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-2
DEBUG    db-server-3 Validation successful for clerk-9-trx-2 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-2
DEBUG    db-server-0 Validation successful for clerk-9-trx-2 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-2
DEBUG    db-server-4 Validation successful for clerk-9-trx-2 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-2
DEBUG    db-server-1 received abort request clerk-9-trx-2
DEBUG    db-server-3 received abort request clerk-9-trx-2
DEBUG    clerk-9-trx-2 -false 
DEBUG    db-server-0 received abort request clerk-9-trx-2
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-2
DEBUG    db-server-4 received abort request clerk-9-trx-2
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-2
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-2
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000022867372358>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50D10F0>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A454222B0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-2
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB3612E48>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-3
DEBUG    clerk-9 -Committing clerk-9-trx-3
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-3
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-3
DEBUG    db-server-1 Validation successful for clerk-9-trx-3 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-3
DEBUG    db-server-3 Validation successful for clerk-9-trx-3 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-3
DEBUG    db-server-0 Validation successful for clerk-9-trx-3 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-3
DEBUG    db-server-4 Validation successful for clerk-9-trx-3 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-3
DEBUG    db-server-1 received abort request clerk-9-trx-3
DEBUG    db-server-3 received abort request clerk-9-trx-3
DEBUG    db-server-0 received abort request clerk-9-trx-3
DEBUG    clerk-9-trx-3 -false 
DEBUG    db-server-4 received abort request clerk-9-trx-3
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-3
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-3
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-3
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-3
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737AA20>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB3612748>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50D16A0>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A454229E8>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-4
DEBUG    clerk-9 -Committing clerk-9-trx-4
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-4
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-4
DEBUG    db-server-1 Validation successful for clerk-9-trx-4 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-4
DEBUG    db-server-3 Validation successful for clerk-9-trx-4 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-4
DEBUG    db-server-0 Validation successful for clerk-9-trx-4 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-4
DEBUG    db-server-4 Validation successful for clerk-9-trx-4 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-4
DEBUG    db-server-1 received abort request clerk-9-trx-4
DEBUG    db-server-3 received abort request clerk-9-trx-4
DEBUG    clerk-9-trx-4 -false 
DEBUG    db-server-0 received abort request clerk-9-trx-4
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-4
DEBUG    db-server-4 received abort request clerk-9-trx-4
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-4
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-4
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A438>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-4
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50D18D0>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4540B358>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB36124A8>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-5
DEBUG    clerk-9 -Committing clerk-9-trx-5
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-5
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-5
DEBUG    db-server-1 Validation successful for clerk-9-trx-5 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-5
DEBUG    db-server-3 Validation successful for clerk-9-trx-5 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-5
DEBUG    db-server-0 Validation successful for clerk-9-trx-5 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-5
DEBUG    db-server-4 Validation successful for clerk-9-trx-5 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-5
DEBUG    db-server-1 received abort request clerk-9-trx-5
DEBUG    db-server-3 received abort request clerk-9-trx-5
DEBUG    db-server-0 received abort request clerk-9-trx-5
DEBUG    clerk-9-trx-5 -false 
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-5
DEBUG    db-server-4 received abort request clerk-9-trx-5
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-5
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-5
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A630>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50D1438>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-5
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A080>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB3612048>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-6
DEBUG    clerk-9 -Committing clerk-9-trx-6
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-6
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-6
DEBUG    db-server-1 Validation successful for clerk-9-trx-6 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-6
DEBUG    db-server-3 Validation successful for clerk-9-trx-6 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-6
DEBUG    db-server-0 Validation successful for clerk-9-trx-6 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-6
DEBUG    db-server-4 Validation successful for clerk-9-trx-6 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-6
DEBUG    db-server-1 received abort request clerk-9-trx-6
DEBUG    db-server-3 received abort request clerk-9-trx-6
DEBUG    clerk-9-trx-6 -false 
DEBUG    db-server-0 received abort request clerk-9-trx-6
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-6
DEBUG    db-server-4 received abort request clerk-9-trx-6
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-6
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-6
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A630>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-6
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50D1A20>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A438>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB3612E80>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-7
DEBUG    clerk-9 -Committing clerk-9-trx-7
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-7
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-7
DEBUG    db-server-3 received prepare request clerk-9-trx-7
DEBUG    db-server-1 Validation successful for clerk-9-trx-7 - Prepare OK
DEBUG    db-server-3 Validation successful for clerk-9-trx-7 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-7
DEBUG    db-server-0 Validation successful for clerk-9-trx-7 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-7
DEBUG    db-server-4 Validation successful for clerk-9-trx-7 - Prepare OK
